geneID,Mt_Mapped_count,Mt_RPKM,H2O_Mapped_count,H2O_RPKM,NaCl_Mapped_count,NaCl_RPKM,Na&Mt_Mapped_count,Na&Mt_RPKM
Glyma04g06610.1|PACid:16255088,411,4.83,537,6.281,494,4.663,748,5.454
Glyma04g06620.1|PACid:16255089,464,19.404,776,32.295,564,18.942,1034,26.829
Glyma04g06620.2|PACid:16255090,460,19.237,717,29.84,539,18.103,939,24.364
Glyma04g06630.1|PACid:16255091,2871,23.167,2777,22.301,3288,21.308,3602,18.034
Glyma04g06650.1|PACid:16255093,289,5.248,671,12.126,673,9.815,680,7.661
Glyma04g06660.1|PACid:16255094,26,1.056,3,0,8,0.261,4,0
Glyma04g06670.1|PACid:16255095,61,3.206,41,2.145,20,0.844,71,2.315
Glyma04g06680.1|PACid:16255096,86,4.089,71,3.359,68,2.597,113,3.333
Glyma04g06690.1|PACid:16255097,118,6.97,70,4.115,41,0,112,4.104
Glyma04g06700.1|PACid:16255098,189,41.647,147,32.236,170,30.085,278,38.008
Glyma04g06710.1|PACid:16255099,93,2.562,46,1.261,68,1.504,80,1.367
Glyma04g06720.1|PACid:16255100,170,11.325,230,15.249,207,11.075,301,12.441
Glyma04g06740.1|PACid:16255102,599,15.779,800,20.972,816,17.263,1109,18.125
Glyma04g06750.1|PACid:16255103,141,3.077,12,0.261,65,1.139,51,0.691
Glyma04g06760.1|PACid:16255104,2850,85.714,3441,102.989,3641,87.943,5177,96.602
Glyma04g06770.1|PACid:16255105,95,3.754,163,6.409,143,4.538,179,4.388
Glyma04g06780.1|PACid:16255106,1355,15.892,698,8.147,585,5.51,1668,12.138
Glyma04g06800.1|PACid:16255108,380,17.076,261,11.672,238,8.589,614,17.118
Glyma04g06810.1|PACid:16255109,1250,35.808,4664,132.963,1324,30.46,7018,124.735
Glyma04g06810.2|PACid:16255110,245,9.92,763,30.745,290,9.43,1027,25.8
Glyma04g06820.1|PACid:16255111,131,2.429,142,2.62,173,2.576,217,2.496
Glyma04g06820.2|PACid:16255112,87,1.687,76,1.466,114,1.775,129,1.552
Glyma04g06850.1|PACid:16255115,201,5.04,10,0,15,0,13,0
Glyma04g06860.1|PACid:16255116,188,9.837,205,10.674,262,11.009,302,9.804
Glyma04g06880.1|PACid:16255118,31,0.945,27,0.819,46,1.126,64,1.21
Glyma04g06890.1|PACid:16255119,818,12.893,944,14.807,933,11.81,1061,10.376
Glyma04g06900.1|PACid:16255120,33,0,40,0,73,0.643,54,0.368
Glyma04g06910.1|PACid:16255121,366,8.559,225,5.236,654,12.283,459,6.66
Glyma04g06920.1|PACid:16255122,567,30.938,359,19.494,391,17.134,617,20.888
Glyma04g06930.1|PACid:16255123,234,6.805,78,2.258,135,3.153,192,3.464
Glyma04g06930.2|PACid:16255124,39,2.554,23,1.499,48,2.524,85,3.453
Glyma04g06940.1|PACid:16255125,59,2.246,48,1.818,190,5.809,110,2.598
Glyma04g06960.1|PACid:16255127,1003,7.081,1183,8.312,1715,9.724,1855,8.126
Glyma04g06970.1|PACid:16255128,2293,147.61,150,9.61,77,3.981,1970,78.683
Glyma04g06980.1|PACid:16255129,860,13.958,1052,16.992,1119,14.586,1549,15.598
Glyma04g06990.1|PACid:16255130,38,2.188,7,0,7,0.324,8,0
Glyma04g07000.1|PACid:16255131,270,4.966,891,16.309,741,10.946,1110,12.667
Glyma04g07010.1|PACid:16255132,4958,263.017,3063,161.705,7540,321.235,6621,217.923
Glyma04g07020.1|PACid:16255133,0,0,2,0,2,0,7,0.21
Glyma04g07030.1|PACid:16255134,9,0,26,1.497,43,1.999,25,0.898
Glyma04g07040.1|PACid:16255135,61,3.079,4,0,21,0.851,26,0.814
Glyma04g07050.1|PACid:16255136,1849,32.445,1809,31.59,2154,30.356,3345,36.418
Glyma04g07060.1|PACid:16255137,133,5.522,154,6.363,274,9.136,278,7.161
Glyma04g07070.1|PACid:16255138,76,1.402,65,1.194,29,0.43,95,1.088
Glyma04g07080.1|PACid:16255139,148,2.183,163,2.392,160,1.895,300,2.745
Glyma04g07090.1|PACid:16255140,44,2.827,7,0,25,0,21,0
Glyma04g07100.1|PACid:16255141,1546,37.772,685,16.655,691,13.558,893,13.537
Glyma04g07110.1|PACid:16255142,1121,20.165,2537,45.416,1799,25.989,3153,35.19
Glyma04g07120.1|PACid:16255143,41,3.012,76,5.555,71,4.188,96,4.375
Glyma04g07120.2|PACid:16255144,39,2.865,61,4.459,69,4.07,113,5.15
Glyma04g07140.1|PACid:16255146,232,15.278,40,2.621,145,7.669,241,9.847
Glyma04g07150.1|PACid:16255147,335,3.574,515,5.468,657,5.629,725,4.799
Glyma04g07160.1|PACid:16255148,23,1.05,176,7.996,125,4.583,238,6.741
Glyma04g07170.1|PACid:16255149,20,1.518,6,0,56,3.413,26,1.224
Glyma04g07180.1|PACid:16255150,1245,33.332,1195,31.839,1153,24.791,1494,24.817
Glyma04g07180.2|PACid:16255151,1122,30.039,1113,29.654,1080,23.221,1488,24.717
Glyma04g07190.1|PACid:16255152,1698,56.071,1326,43.576,747,19.811,1904,39.01
Glyma04g07210.1|PACid:16255154,165,4.823,98,2.851,180,4.226,179,3.246
Glyma04g07220.1|PACid:16255155,8280,87.444,6903,72.55,9393,79.667,12977,85.031
Glyma04g07230.1|PACid:16255156,336,11.92,550,19.417,978,27.864,777,17.102
Glyma04g07240.1|PACid:16255157,45,2.455,73,3.964,78,3.418,118,3.995
Glyma04g07240.2|PACid:16255158,25,1.685,50,3.354,36,1.949,50,2.091
Glyma04g07250.1|PACid:16255159,146,4.051,154,4.252,160,3.565,235,4.045
Glyma04g07260.1|PACid:16255160,7,0.303,0,0,0,0,0,0
Glyma04g07270.1|PACid:16255161,30,1.999,0,0,0,0,3,0
Glyma04g07270.2|PACid:16255162,27,1.934,0,0,1,0,3,0
Glyma04g07270.3|PACid:16255163,39,2.793,0,0,0,0,0,0
Glyma04g07280.1|PACid:16255164,20,0.885,9,0.396,47,1.67,31,0.851
Glyma04g07280.2|PACid:16255165,6,0,19,0.976,39,1.617,14,0
Glyma04g07280.3|PACid:16255166,32,1.416,17,0.748,56,1.99,40,1.098
Glyma04g07280.4|PACid:16255167,23,1.018,16,0.704,56,1.99,17,0.467
Glyma04g07290.1|PACid:16255168,2,0,0,0,0,0,1,0
Glyma04g07300.1|PACid:16255169,1352,19.221,1595,22.566,1892,21.602,2258,19.917
Glyma04g07300.2|PACid:16255170,2052,32.657,2081,32.959,2567,32.809,2523,24.913
Glyma04g07330.1|PACid:16255172,73,1.968,95,2.549,118,2.555,125,2.091
Glyma04g07330.2|PACid:16255173,70,2.046,70,2.036,80,1.878,92,1.669
Glyma04g07330.3|PACid:16255174,71,2.285,62,1.986,88,2.275,113,2.257
Glyma04g07330.4|PACid:16255175,55,2.219,67,2.69,81,2.625,94,2.353
Glyma04g07340.1|PACid:16255176,8,0,0,0,0,0,1,0
Glyma04g07350.1|PACid:16255177,1335,68.906,997,51.212,1239,51.36,1901,60.878
Glyma04g07360.1|PACid:16255178,1371,70.764,1792,92.048,1814,75.195,3292,105.424
Glyma04g07370.1|PACid:16255179,1927,99.462,1772,91.021,1688,69.972,3066,98.187
Glyma04g07370.2|PACid:16255180,1090,71.781,863,56.558,994,52.571,1656,67.662
Glyma04g07380.1|PACid:16255181,8,0,3,0.044,2,0.023,3,0
Glyma04g07390.1|PACid:16255182,183,3.102,16,0,8,0,125,1.315
Glyma04g07400.1|PACid:16255183,288,5.108,171,3.019,73,1.04,140,1.541
Glyma04g07410.1|PACid:16255184,59,3.467,277,16.199,97,4.578,377,13.745
Glyma04g07410.2|PACid:16255185,5,0.374,37,2.758,24,1.444,44,2.045
Glyma04g07410.3|PACid:16255186,40,2.728,159,10.792,56,3.067,234,9.902
Glyma04g07430.1|PACid:16255188,107,3.305,75,2.305,68,1.687,142,2.721
Glyma04g07430.2|PACid:16255189,95,2.942,74,2.281,92,2.288,153,2.94
Glyma04g07440.1|PACid:16255190,4,0.358,62,5.523,21,1.51,93,5.165
Glyma04g07450.1|PACid:16255191,100,2.921,17,0,14,0,18,0
Glyma04g07460.1|PACid:16255192,1018,12.904,1167,14.721,1301,13.244,1447,11.38
Glyma04g07480.1|PACid:16255194,79,2.856,12,0.432,2,0,26,0.583
Glyma04g07500.1|PACid:16255196,37,3.188,30,2.572,28,1.937,54,2.887
Glyma04g07500.2|PACid:16255197,29,2.537,33,2.873,29,2.037,31,1.682
Glyma04g07530.1|PACid:16255200,245,6.748,267,7.319,338,7.477,411,7.024
Glyma04g07530.2|PACid:16255201,267,7.372,240,6.595,322,7.14,367,6.287
Glyma04g07540.1|PACid:16255202,383,10.043,662,17.275,957,20.153,1030,16.757
Glyma04g07550.1|PACid:16255203,39,1.515,0,0,0,0,0,0
Glyma04g07560.1|PACid:16255204,346,7.977,93,2.134,188,3.481,187,2.675
Glyma04g07570.1|PACid:16255205,77,2.286,162,4.786,134,3.195,165,3.039
Glyma04g07570.2|PACid:16255206,57,1.692,127,3.752,140,3.338,205,3.776
Glyma04g07580.1|PACid:16255207,541,6.384,838,9.841,1033,9.79,1009,7.388
Glyma04g07590.1|PACid:16255208,4,0,0,0,0,0,0,0
Glyma04g07610.1|PACid:16255210,165,6.323,75,2.86,230,7.079,122,2.901
Glyma04g07610.2|PACid:16255211,193,8.013,70,2.892,172,5.735,94,2.421
Glyma04g07610.3|PACid:16255212,163,6.375,51,1.985,193,6.062,125,3.033
Glyma04g07610.4|PACid:16255213,113,4.641,36,1.471,145,4.783,81,2.064
Glyma04g07610.5|PACid:16255214,142,5.895,53,2.19,161,5.368,116,2.988
Glyma04g07610.6|PACid:16255215,81,4.506,23,1.273,86,3.842,56,1.933
Glyma04g07640.1|PACid:16255217,87,0.564,39,0,47,0,37,0
Glyma04g07650.1|PACid:16255218,1110,39.378,1223,43.177,990,28.206,1799,39.597
Glyma04g07660.1|PACid:16255219,166,5.628,107,3.61,195,5.309,194,4.081
Glyma04g07660.2|PACid:16255220,141,5.195,91,3.337,129,3.817,145,3.315
Glyma04g07680.1|PACid:16255222,212,7.145,175,5.869,226,6.117,318,6.649
Glyma04g07690.1|PACid:16255223,31,0.796,0,0,0,0,0,0
Glyma04g07700.1|PACid:16255224,286,4.752,170,2.811,371,4.95,254,2.618
Glyma04g07710.1|PACid:16255225,2,0,0,0,0,0,1,0
Glyma04g07720.1|PACid:16255226,209,5.48,27,0.705,61,1.285,92,1.497
Glyma04g07740.1|PACid:16255228,0,0,0,0,0,0,2,0
Glyma04g07760.1|PACid:16255230,0,0,0,0,0,0,1,0
Glyma04g07780.1|PACid:16255232,45,1.276,9,0.254,8,0,15,0.264
Glyma04g07790.1|PACid:16255233,147,4.969,105,3.532,144,3.909,185,3.88
Glyma04g07810.1|PACid:16255235,1331,8.406,1514,9.516,1801,9.135,2089,8.186
Glyma04g07820.1|PACid:16255236,232,6.042,91,2.358,91,1.903,202,3.264
Glyma04g07830.1|PACid:16255237,15,0.877,30,1.745,21,0.986,57,2.068
Glyma04g07830.2|PACid:16255238,11,0.643,28,1.629,17,0.798,40,1.451
Glyma04g07850.1|PACid:16255239,233,2.458,181,1.901,204,1.729,244,1.597
Glyma04g07850.2|PACid:16255240,247,2.611,171,1.799,234,1.987,252,1.653
Glyma04g07850.3|PACid:16255241,264,2.791,187,1.967,221,1.876,249,1.633
Glyma04g07860.1|PACid:16255242,268,7.508,341,9.507,355,7.987,506,8.796
Glyma04g07870.1|PACid:16255243,163,3.44,156,3.276,109,1.847,278,3.64
Glyma04g07870.2|PACid:16255244,87,2.158,98,2.419,76,1.514,176,2.708
Glyma04g07900.1|PACid:16255246,3,0,0,0,0,0,13,0.84
Glyma04g07920.1|PACid:16255248,237,9.687,252,10.251,237,7.78,251,6.366
Glyma04g07930.1|PACid:16255249,712,28.727,625,25.095,613,19.863,855,21.403
Glyma04g07940.1|PACid:16255250,645,19.709,777,23.628,635,15.583,1148,21.764
Glyma04g07950.1|PACid:16255251,2455,29.549,2147,25.717,3523,34.055,3901,29.132
Glyma04g07960.1|PACid:16255252,495,15.888,669,21.369,769,19.823,977,19.456
Glyma04g07960.2|PACid:16255253,666,21.437,1026,32.865,1086,28.073,1405,28.058
Glyma04g07970.1|PACid:16255254,137,3.738,89,2.416,144,3.155,155,2.624
Glyma04g07980.1|PACid:16255255,170,3.601,544,11.467,226,3.844,546,7.175
Glyma04g07990.1|PACid:16255256,1,0,0,0,0,0,0,0
Glyma04g08000.1|PACid:16255257,125,4.069,127,4.114,152,3.974,286,5.776
Glyma04g08020.1|PACid:16255259,16,0,15,2.553,14,0,36,3.82
Glyma04g08040.1|PACid:16255261,88,7.002,104,8.236,113,7.221,153,7.554
Glyma04g08050.1|PACid:16255262,669,30.062,1237,55.317,2063,74.45,1219,33.986
Glyma04g08060.1|PACid:16255263,82,3.356,143,5.824,124,4.075,169,4.291
Glyma04g08070.1|PACid:16255264,252,7.292,777,22.375,665,15.454,669,12.011
Glyma04g08100.1|PACid:16255267,428,7.067,28,0.46,42,0.557,53,0.543
Glyma04g08120.1|PACid:16255269,136,7.215,83,4.382,233,9.927,255,8.393
Glyma04g08130.1|PACid:16255270,395,16.579,491,20.509,598,20.158,732,19.063
Glyma04g08140.1|PACid:16255271,14,0,18,0,7,0,12,0
Glyma04g08150.1|PACid:16255272,106,3.114,889,25.994,765,18.051,578,10.537
Glyma04g08160.1|PACid:16255273,46,2.486,9,0.484,7,0.304,24,0.805
Glyma04g08170.1|PACid:16255274,20,0.371,5,0,17,0.254,6,0.069
Glyma04g08180.1|PACid:16255275,10,0,12,0,5,0,53,0.793
Glyma04g08190.1|PACid:16255276,816,41.556,386,19.563,479,19.591,1146,36.211
Glyma04g08200.1|PACid:16255277,1249,61.161,1130,55.067,1080,42.473,1738,52.804
Glyma04g08210.1|PACid:16255278,206,13.336,547,35.241,545,28.335,747,30.004
Glyma04g08230.1|PACid:16255281,121,8.612,89,6.304,119,6.802,139,6.138
Glyma04g08240.1|PACid:16255282,222,16.518,147,10.885,304,18.166,366,16.896
Glyma04g08250.1|PACid:16255283,1,0,1,0,1,0,2,0
Glyma04g08270.1|PACid:16255285,51,0,123,5.943,62,2.418,131,3.946
Glyma04g08280.1|PACid:16255286,1273,34.484,1299,35.019,1146,24.932,1941,32.623
Glyma04g08290.1|PACid:16255287,301,11.459,1337,50.652,827,25.284,849,20.053
Glyma04g08290.2|PACid:16255288,202,8.971,720,31.823,414,14.767,415,11.436
Glyma04g08300.1|PACid:16255289,0,0,0,0,0,0,5,0.199
Glyma04g08310.1|PACid:16255290,1492,36.845,1323,32.514,1696,33.637,2179,33.387
Glyma04g08320.1|PACid:16255291,37,1.514,7,0.285,6,0,4,0
Glyma04g08330.1|PACid:16255292,220,9.847,254,11.314,325,11.683,396,10.997
Glyma04g08350.1|PACid:16255294,34,0.717,32,0.672,80,1.356,52,0.681
Glyma04g08380.1|PACid:16255297,6,0.364,7,0.422,4,0,5,0
Glyma04g08380.2|PACid:16255298,2,0,6,0,10,0.532,2,0
Glyma04g08390.1|PACid:16255299,4,0,9,0.885,0,0,3,0.184
Glyma04g08400.1|PACid:16255300,148,2.258,21,0.319,9,0,27,0.256
Glyma04g08410.1|PACid:16255301,2928,98.101,15528,517.75,80150,2156.666,29723,617.875
Glyma04g08440.1|PACid:16255304,20,0.546,45,1.222,83,1.819,81,1.371
Glyma04g08460.1|PACid:16255306,381,8.766,301,6.892,429,7.927,459,6.553
Glyma04g08460.2|PACid:16255307,326,7.501,387,8.862,400,7.392,510,7.281
Glyma04g08470.1|PACid:16255308,188,7.327,247,9.58,498,15.588,477,11.535
Glyma04g08480.1|PACid:16255309,864,11.702,704,9.489,729,7.93,1023,8.597
Glyma04g08490.1|PACid:16255310,58,1.178,17,0.344,12,0,22,0.277
Glyma04g08510.1|PACid:16255312,859,28.78,941,31.376,761,20.477,1546,32.138
Glyma04g08520.1|PACid:16255313,208,5.944,505,14.361,223,5.118,708,12.552
Glyma04g08530.1|PACid:16255314,312,16.551,296,15.627,282,12.014,440,14.482
Glyma04g08530.2|PACid:16255315,217,14.373,223,14.699,198,10.532,304,12.493
Glyma04g08530.3|PACid:16255316,200,13.247,270,17.797,180,9.575,384,15.78
Glyma04g08540.1|PACid:16255317,1322,30.978,1800,41.975,1758,33.084,2028,29.484
Glyma04g08550.1|PACid:16255318,926,10.621,33,0.377,97,0.894,57,0.406
Glyma04g08560.1|PACid:16255319,850,23.357,1291,35.304,1236,27.276,1849,31.524
Glyma04g08570.1|PACid:16255320,1174,26.121,946,20.947,1028,18.369,1185,16.359
Glyma04g08580.1|PACid:16255321,215,8.408,246,9.574,289,9.077,386,9.366
Glyma04g08600.1|PACid:16255323,398,6.837,420,7.18,638,8.802,590,6.289
Glyma04g08610.1|PACid:16255324,551,28.061,655,33.196,573,23.436,969,30.618
Glyma04g08610.2|PACid:16255325,180,13.481,170,12.67,154,9.263,243,11.291
Glyma04g08620.1|PACid:16255326,205,6.471,216,6.785,192,4.867,413,8.089
Glyma04g08630.1|PACid:16255327,0,0,0,0,0,0,3,0
Glyma04g08670.1|PACid:16255331,26,0.501,0,0,5,0.077,1,0
Glyma04g08680.1|PACid:16255332,269,2.446,202,1.828,244,1.782,307,1.732
Glyma04g08680.2|PACid:16255333,95,2.085,67,1.464,67,1.181,116,1.58
Glyma04g08700.1|PACid:16255335,170,7.639,77,3.443,189,6.821,96,2.676
Glyma04g08710.1|PACid:16255336,1694,19.726,1506,17.453,1573,14.711,2041,14.746
Glyma04g08720.1|PACid:16255337,271,7.611,204,5.702,221,4.985,279,4.862
Glyma04g08730.1|PACid:16255338,821,85.523,759,78.683,837,70.023,1291,83.439
Glyma04g08750.1|PACid:16255340,526,12.797,577,13.97,1472,28.76,1599,24.136
Glyma04g08770.1|PACid:16255342,465,10.207,97,2.119,291,5.13,431,5.87
Glyma04g08800.1|PACid:16255344,108,2.891,105,2.798,88,1.892,178,2.957
Glyma04g08800.2|PACid:16255345,93,2.49,89,2.371,85,1.828,193,3.206
Glyma04g08810.1|PACid:16255346,60,1.633,9,0.244,42,0.918,38,0.642
Glyma04g08820.1|PACid:16255347,239,7.892,41,1.347,156,4.137,134,2.745
Glyma04g08830.1|PACid:16255348,223,10.345,757,34.949,241,8.979,399,11.484
Glyma04g08870.1|PACid:16255352,0,0,0,0,0,0,1,0.03
Glyma04g08880.1|PACid:16255353,195,5.558,81,2.298,137,3.136,230,4.068
Glyma04g08890.1|PACid:16255354,343,18.805,588,32.082,603,26.551,1400,47.623
Glyma04g08900.1|PACid:16255355,80,4.85,6,0.362,10,0.487,36,1.354
Glyma04g08910.1|PACid:16255356,6,0.125,0,0,0,0,0,0
Glyma04g08920.1|PACid:16255357,15,0.583,12,0.464,24,0.749,16,0.386
Glyma04g08930.1|PACid:16255358,560,6.475,424,4.879,562,5.219,708,5.079
Glyma04g08940.1|PACid:16255359,454,8.418,559,10.315,757,11.272,816,9.387
Glyma04g08950.1|PACid:16255360,10,0.559,0,0,0,0,0,0
Glyma04g08960.1|PACid:16255361,30,3.568,16,1.894,34,3.248,20,1.476
Glyma04g08980.1|PACid:16255363,80,9.964,33,4.09,61,6.102,69,5.332
Glyma04g08990.1|PACid:16255364,29,1.086,0,0,0,0,2,0
Glyma04g09000.1|PACid:16255365,631,11.022,185,3.216,478,6.705,253,2.742
Glyma04g09010.1|PACid:16255366,688,9.867,686,9.791,623,7.175,762,6.78
Glyma04g09020.1|PACid:16255367,7,0.542,31,2.389,13,0.808,32,1.537
Glyma04g09040.1|PACid:16255369,288,8.707,1123,33.789,669,16.244,1536,28.813
Glyma04g09060.1|PACid:16255371,0,0,6,0,16,0.832,10,0.402
Glyma04g09070.1|PACid:16255372,143,2.468,145,2.49,189,2.619,168,1.799
Glyma04g09070.2|PACid:16255373,153,2.64,158,2.713,218,3.021,169,1.809
Glyma04g09080.1|PACid:16255374,636,10.25,684,10.97,830,10.743,761,7.609
Glyma04g09100.1|PACid:16255376,46,2.272,43,2.114,47,1.864,78,2.39
Glyma04g09100.2|PACid:16255377,52,2.837,44,2.389,46,2.016,82,2.776
Glyma04g09100.3|PACid:16255378,19,1.312,16,1.099,26,1.441,37,1.585
Glyma04g09110.1|PACid:16255379,77,1.485,16,0,40,0.62,76,0.91
Glyma04g09110.2|PACid:16255380,84,1.634,17,0.329,42,0.656,101,1.219
Glyma04g09110.3|PACid:16255381,78,1.517,10,0,29,0.453,101,1.219
Glyma04g09120.1|PACid:16255382,449,10.331,647,14.815,646,11.937,921,13.148
Glyma04g09130.1|PACid:16255383,182,4.783,106,2.772,213,4.496,205,3.343
Glyma04g09130.2|PACid:16255384,74,1.958,57,1.501,66,1.403,99,1.625
Glyma04g09150.1|PACid:16255386,36,0.927,11,0.282,4,0.083,39,0.623
Glyma04g09160.1|PACid:16255387,26,0,180,2.154,50,0.483,367,2.738
Glyma04g09170.1|PACid:16255388,974,15.352,743,11.654,873,11.051,1042,10.19
Glyma04g09170.2|PACid:16255389,735,12.917,532,9.305,648,9.146,723,7.884
Glyma04g09180.1|PACid:16255390,771,17.323,350,7.826,567,10.231,668,9.312
Glyma04g09190.1|PACid:16255391,8,0,13,0,38,0,5,0
Glyma04g09200.1|PACid:16255392,794,27.654,685,23.742,1812,50.684,782,16.898
Glyma04g09210.1|PACid:16255393,346,13.349,65,2.496,115,3.563,142,3.399
Glyma04g09220.1|PACid:16255394,1234,7.474,1531,9.228,2131,10.365,1985,7.459
Glyma04g09230.1|PACid:16255395,1595,12.98,1686,13.655,1686,11.019,2198,11.098
Glyma04g09240.1|PACid:16255396,33,1.171,31,1.094,83,2.365,52,1.145
Glyma04g09250.1|PACid:16255397,20,2.363,4,0,9,0,11,0
Glyma04g09260.1|PACid:16255398,146,12.869,52,4.561,88,6.229,109,5.961
Glyma04g09270.1|PACid:16255399,694,17.363,307,7.644,272,5.465,453,7.032
Glyma04g09290.1|PACid:16255401,248,8.005,164,5.268,350,9.073,386,7.73
Glyma04g09290.2|PACid:16255402,199,8.029,140,5.621,236,7.647,306,7.66
Glyma04g09290.3|PACid:16255403,185,6.022,133,4.309,238,6.222,278,5.615
Glyma04g09300.1|PACid:16255404,584,10.201,606,10.534,653,9.16,770,8.345
Glyma04g09310.1|PACid:16255405,617,14.729,2420,57.492,1825,34.989,2340,34.658
Glyma04g09330.1|PACid:16255407,143,6.16,141,6.045,355,12.282,258,6.896
Glyma04g09340.1|PACid:16255408,872,17.907,733,14.98,1222,20.153,1296,16.512
Glyma04g09350.1|PACid:16255409,6072,153.59,287,7.225,253,5.14,785,12.32
Glyma04g09370.1|PACid:16255411,463,6.308,1378,18.685,1218,13.328,1627,13.754
Glyma04g09380.1|PACid:16255412,460,5.357,2709,31.394,2422,22.651,2728,19.71
Glyma04g09400.1|PACid:16255414,0,0,0,0,2,0.056,0,0
Glyma04g09410.1|PACid:16255415,40,1.115,33,0.916,88,1.97,41,0.709
Glyma04g09460.1|PACid:16255420,24,0.535,29,0.643,53,0.949,44,0.609
Glyma04g09470.1|PACid:16255421,84,3.198,113,4.281,104,3.18,151,3.567
Glyma04g09480.1|PACid:16255422,387,4.678,235,2.827,406,3.941,424,3.18
Glyma04g09490.1|PACid:16255423,86,3.65,53,2.238,107,3.647,51,1.343
Glyma04g09500.1|PACid:16255424,133,4.469,207,6.922,226,6.099,317,6.609
Glyma04g09500.2|PACid:16255425,131,8.529,176,11.403,177,9.255,309,12.482
Glyma04g09510.1|PACid:16255426,555,9.449,1018,17.249,660,9.025,1414,14.937
Glyma04g09520.1|PACid:16255427,1472,31.235,703,14.845,1077,18.354,1302,17.142
Glyma04g09550.1|PACid:16255429,1466,46.533,674,21.29,698,17.793,689,13.569
Glyma04g09570.1|PACid:16255431,34,3.068,133,11.942,159,11.521,134,7.501
Glyma04g09580.1|PACid:16255432,6,0,0,0,0,0,0,0
Glyma04g09590.1|PACid:16255433,553,19.557,1113,39.172,771,21.899,1511,33.155
Glyma04g09600.1|PACid:16255434,304,7.095,268,6.224,342,6.41,526,7.616
Glyma04g09610.1|PACid:16255435,202,5.237,258,6.656,269,5.601,382,6.144
Glyma04g09620.1|PACid:16255436,6,0,2,0,0,0,2,0
Glyma04g09630.1|PACid:16255437,29,0.606,13,0,2,0,8,0.104
Glyma04g09640.1|PACid:16255438,407,7.708,275,5.183,563,8.564,554,6.51
Glyma04g09660.1|PACid:16255440,1,0,0,0,2,0,6,0
Glyma04g09670.1|PACid:16255441,40,0.712,0,0,0,0,14,0
Glyma04g09680.1|PACid:16255442,45,0.801,11,0.195,9,0.129,15,0.166
Glyma04g09690.1|PACid:16255443,94,3.766,1,0,5,0,13,0.323
Glyma04g09700.1|PACid:16255444,355,19.463,300,16.368,337,14.838,402,13.675
Glyma04g09710.1|PACid:16255445,119,4.853,357,14.487,235,7.696,233,5.895
Glyma04g09730.1|PACid:16255447,578,6.368,602,6.601,569,5.035,893,6.105
Glyma04g09730.2|PACid:16255448,369,4.382,371,4.384,412,3.929,604,4.45
Glyma04g09740.1|PACid:16255449,4625,120.172,120,3.103,131,2.734,359,5.787
Glyma04g09750.1|PACid:16255450,14,0.666,12,0.568,15,0.573,11,0.324
Glyma04g09770.1|PACid:16255452,38,1.447,11,0.417,15,0.459,37,0.874
Glyma04g09780.1|PACid:16255453,84,1.138,37,0.499,76,0.827,81,0.681
Glyma04g09790.1|PACid:16255454,307,15.497,366,18.386,260,10.54,530,16.599
Glyma04g09790.2|PACid:16255455,157,10.399,157,10.349,149,7.926,249,10.233
Glyma04g09800.1|PACid:16255456,578,10.205,1037,18.221,792,11.23,1803,19.751
Glyma04g09800.2|PACid:16255457,712,13.244,1274,23.584,1080,16.134,2267,26.164
Glyma04g09810.1|PACid:16255458,3,0,4,0,7,0,7,0
Glyma04g09820.1|PACid:16255459,978,44.647,920,41.797,1416,51.915,1931,54.694
Glyma04g09830.1|PACid:16255460,669,44.056,761,49.873,1127,59.605,1118,45.68
Glyma04g09830.2|PACid:16255461,186,16.395,181,15.877,304,21.52,306,16.734
Glyma04g09840.1|PACid:16255462,45,1.461,43,1.389,75,1.955,71,1.43
Glyma04g09880.1|PACid:16255466,773,27.17,581,20.323,657,18.546,578,12.605
Glyma04g09890.1|PACid:16255467,156,2.304,178,2.616,278,3.297,349,3.197
Glyma04g09890.2|PACid:16255468,147,2.171,165,2.425,311,3.688,324,2.968
Glyma04g09890.3|PACid:16255469,137,2.023,154,2.263,265,3.143,271,2.483
Glyma04g09900.1|PACid:16255470,270,6.419,39,0.923,52,0.993,43,0.634
Glyma04g09910.1|PACid:16255471,215,8.38,14,0.543,13,0.407,17,0.411
Glyma04g09910.2|PACid:16255472,103,4.112,4,0,9,0.289,9,0.223
Glyma04g09920.1|PACid:16255473,907,36.595,964,38.707,993,32.176,1523,38.126
Glyma04g09930.1|PACid:16255474,509,9.987,433,8.455,551,8.682,602,7.329
Glyma04g09950.1|PACid:16255476,264,5.49,328,6.788,411,6.864,494,6.374
Glyma04g09950.2|PACid:16255477,196,4.369,303,6.722,317,5.675,423,5.851
Glyma04g09950.3|PACid:16255478,196,4.327,230,5.053,335,5.94,367,5.027
Glyma04g09950.4|PACid:16255479,217,4.639,212,4.51,358,6.146,370,4.908
Glyma04g09950.5|PACid:16255480,217,4.639,253,5.383,334,5.734,337,4.47
Glyma04g09960.1|PACid:16255481,327,7.074,462,9.946,469,8.148,626,8.402
Glyma04g09970.1|PACid:16255482,82,3.061,91,3.38,127,3.807,110,2.547
Glyma04g10030.1|PACid:16255488,156,7.237,128,5.909,176,6.557,211,6.073
Glyma04g10040.1|PACid:16255489,186,4.163,129,2.873,200,3.595,234,3.249
Glyma04g10050.1|PACid:16255490,95,2.742,69,1.982,254,5.888,225,4.029
